Orario;Umidità dell'aria (%);Pressione (mPa);Temperatura dell'aria (°C);Punto di rugiada (°C);Direzione del vento (°);Velocità media del vento (km/h);Batteria (V);Fotocamera;Tipo di device;flags;hw;Latitudine;Livello liquido (mm);Longitudine;Lux;Umidità fogliare (%);Umidità suolo superficie (%);Umidità suolo profondità (%);Massima velocità del vento (km/h);Temperatura liquido (°C);pH;Foto;Pannello solare;Quantità di pioggia (mm);Qualità Segnale (dBm);rst;sd;Potenziale idrico 1 (Superficie);Potenziale idrico 2;Umidità suolo 1 (Superficie) (%);Umidità suolo 2 (%);Umidità suolo 3 (%);Umidità suolo 4 (%);Umidità suolo 5 (%);Umidità suolo 6 (%);Umidità suolo 7 (%);Umidità suolo 8 (%);Umidità suolo 9 (%);sms1;sms2;SNR;Radiazione solare (W/m2);Salinità suolo 1 (Superficie) (°C);Salinità suolo 2 (°C);Salinità suolo 3 (°C);Salinità suolo 4 (°C);Salinità suolo 5 (°C);Salinità suolo 6 (°C);Salinità suolo 7 (°C);Salinità suolo 8 (°C);Salinità suolo 9 (°C);Temperatura suolo 1 (Superficie) (°C);Temperatura suolo 2 (°C);Temperatura suolo 3 (°C);Temperatura suolo 4 (°C);Temperatura suolo 5 (°C);Temperatura suolo 6 (°C);Temperatura suolo 7 (°C);Temperatura suolo 8 (°C);Temperatura suolo 9 (°C);vpd;Umidità fogliare 1 (min);Umidità fogliare 2 (min);ID Sensore;Descrizione
2022-08-23 08:00:;;;;;;;4.27;;;;;;;;;;20.9;23.5;;;;;;;;;;;;20.9;23.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-23 07:00:;;;;;;;4.27;;;;;;;;;;20.9;23.55;;;;;;;;;;;;20.9;23.55;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-23 06:00:;;;;;;;4.27;;;;;;;;;;21;23.5;;;;;;;;;;;;21;23.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-23 05:00:;;;;;;;4.27;;;;;;;;;;21;23.6;;;;;;;;;;;;21;23.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-23 04:00:;;;;;;;4.27;;;;;;;;;;21;23.6;;;;;;;;;;;;21;23.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-23 03:00:;;;;;;;4.27;;;;;;;;;;21;23.6;;;;;;;;;;;;21;23.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-23 02:00:;;;;;;;4.27;;;;;;;;;;21;23.6;;;;;;;;;;;;21;23.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-23 01:00:;;;;;;;4.27;;;;;;;;;;21.05;23.6;;;;;;;;;;;;21.05;23.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-23 00:00:;;;;;;;4.27;;;;;;;;;;21;23.6;;;;;;;;;;;;21;23.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 23:00:;;;;;;;4.27;;;;;;;;;;21;23.65;;;;;;;;;;;;21;23.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 22:00:;;;;;;;4.27;;;;;;;;;;21.1;23.6;;;;;;;;;;;;21.1;23.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 21:00:;;;;;;;4.27;;;;;;;;;;21.1;23.6;;;;;;;;;;;;21.1;23.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 20:00:;;;;;;;4.27;;;;;;;;;;21.05;23.6;;;;;;;;;;;;21.05;23.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 19:00:;;;;;;;4.27;;;;;;;;;;21.1;23.6;;;;;;;;;;;;21.1;23.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 18:00:;;;;;;;4.27;;;;;;;;;;21.1;23.7;;;;;;;;;;;;21.1;23.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 17:00:;;;;;;;4.27;;;;;;;;;;21.15;23.65;;;;;;;;;;;;21.15;23.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 16:00:;;;;;;;4.27;;;;;;;;;;21.15;23.65;;;;;;;;;;;;21.15;23.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 15:00:;;;;;;;4.26;;;;;;;;;;21.1;23.7;;;;;;;;;;;;21.1;23.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 14:00:;;;;;;;4.26;;;;;;;;;;21.1;23.65;;;;;;;;;;;;21.1;23.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 13:00:;;;;;;;4.26;;;;;;;;;;21.15;23.65;;;;;;;;;;;;21.15;23.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 12:00:;;;;;;;4.26;;;;;;;;;;21.15;23.7;;;;;;;;;;;;21.15;23.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 11:00:;;;;;;;4.26;;;;;;;;;;21.2;23.7;;;;;;;;;;;;21.2;23.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 10:00:;;;;;;;4.26;;;;;;;;;;21.2;23.75;;;;;;;;;;;;21.2;23.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 09:00:;;;;;;;4.26;;;;;;;;;;21.2;23.8;;;;;;;;;;;;21.2;23.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 08:00:;;;;;;;4.26;;;;;;;;;;21.25;23.8;;;;;;;;;;;;21.25;23.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 07:00:;;;;;;;4.27;;;;;;;;;;21.3;23.9;;;;;;;;;;;;21.3;23.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 06:00:;;;;;;;4;;;;;;;;;;21.35;23.95;;;;;;;;;;;;21.35;23.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 05:00:;;;;;;;3.69;;;;;;;;;;21.45;24;;;;;;;;;;;;21.45;24;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 04:00:;;;;;;;3.68;;;;;;;;;;21.4;23.9;;;;;;;;;;;;21.4;23.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 03:00:;;;;;;;3.68;;;;;;;;;;21.45;23.9;;;;;;;;;;;;21.45;23.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 02:00:;;;;;;;3.68;;;;;;;;;;21.5;24;;;;;;;;;;;;21.5;24;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 01:00:;;;;;;;3.68;;;;;;;;;;21.5;24.05;;;;;;;;;;;;21.5;24.05;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-22 00:00:;;;;;;;3.68;;;;;;;;;;21.5;24.1;;;;;;;;;;;;21.5;24.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 23:00:;;;;;;;3.69;;;;;;;;;;21.5;23.95;;;;;;;;;;;;21.5;23.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 22:00:;;;;;;;3.69;;;;;;;;;;21.6;24.1;;;;;;;;;;;;21.6;24.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 21:00:;;;;;;;3.69;;;;;;;;;;21.6;24.05;;;;;;;;;;;;21.6;24.05;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 20:00:;;;;;;;3.69;;;;;;;;;;21.6;24.1;;;;;;;;;;;;21.6;24.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 19:00:;;;;;;;3.69;;;;;;;;;;21.6;24.1;;;;;;;;;;;;21.6;24.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 18:00:;;;;;;;3.98;;;;;;;;;;21.6;24.1;;;;;;;;;;;;21.6;24.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 17:00:;;;;;;;4.27;;;;;;;;;;21.65;24.1;;;;;;;;;;;;21.65;24.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 16:00:;;;;;;;4.27;;;;;;;;;;21.7;24.1;;;;;;;;;;;;21.7;24.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 15:00:;;;;;;;4.27;;;;;;;;;;21.7;24.1;;;;;;;;;;;;21.7;24.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 14:00:;;;;;;;4.27;;;;;;;;;;21.75;24.15;;;;;;;;;;;;21.75;24.15;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 13:00:;;;;;;;4.27;;;;;;;;;;21.85;24.2;;;;;;;;;;;;21.85;24.2;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 12:00:;;;;;;;4.27;;;;;;;;;;21.8;24.3;;;;;;;;;;;;21.8;24.3;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 11:00:;;;;;;;4.27;;;;;;;;;;21.85;24.25;;;;;;;;;;;;21.85;24.25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 10:00:;;;;;;;4.27;;;;;;;;;;21.9;24.3;;;;;;;;;;;;21.9;24.3;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 09:00:;;;;;;;4.27;;;;;;;;;;21.95;24.3;;;;;;;;;;;;21.95;24.3;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 08:00:;;;;;;;4.27;;;;;;;;;;22;24.4;;;;;;;;;;;;22;24.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 07:00:;;;;;;;4.27;;;;;;;;;;22;24.5;;;;;;;;;;;;22;24.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 06:00:;;;;;;;4.27;;;;;;;;;;22.1;24.5;;;;;;;;;;;;22.1;24.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 05:00:;;;;;;;4.27;;;;;;;;;;22.15;24.6;;;;;;;;;;;;22.15;24.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 04:00:;;;;;;;4.27;;;;;;;;;;22.2;24.55;;;;;;;;;;;;22.2;24.55;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 03:00:;;;;;;;4.27;;;;;;;;;;22.25;24.6;;;;;;;;;;;;22.25;24.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 02:00:;;;;;;;4.27;;;;;;;;;;22.35;24.6;;;;;;;;;;;;22.35;24.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 01:00:;;;;;;;4.27;;;;;;;;;;22.35;24.65;;;;;;;;;;;;22.35;24.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-21 00:00:;;;;;;;4.27;;;;;;;;;;22.4;24.75;;;;;;;;;;;;22.4;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 23:00:;;;;;;;4.27;;;;;;;;;;22.5;24.8;;;;;;;;;;;;22.5;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 22:00:;;;;;;;4.27;;;;;;;;;;22.5;24.9;;;;;;;;;;;;22.5;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 21:00:;;;;;;;4.27;;;;;;;;;;22.55;24.85;;;;;;;;;;;;22.55;24.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 20:00:;;;;;;;4.27;;;;;;;;;;22.6;24.9;;;;;;;;;;;;22.6;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 19:00:;;;;;;;4.27;;;;;;;;;;22.7;24.95;;;;;;;;;;;;22.7;24.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 18:00:;;;;;;;4.26;;;;;;;;;;22.8;25.05;;;;;;;;;;;;22.8;25.05;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 17:00:;;;;;;;4.26;;;;;;;;;;22.85;25.05;;;;;;;;;;;;22.85;25.05;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 16:00:;;;;;;;4.26;;;;;;;;;;23;25.05;;;;;;;;;;;;23;25.05;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 15:00:;;;;;;;4.26;;;;;;;;;;23.05;25.1;;;;;;;;;;;;23.05;25.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 14:00:;;;;;;;4.26;;;;;;;;;;23.15;25.25;;;;;;;;;;;;23.15;25.25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 13:00:;;;;;;;4.26;;;;;;;;;;23.3;25.35;;;;;;;;;;;;23.3;25.35;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 12:00:;;;;;;;4.26;;;;;;;;;;23.4;25.45;;;;;;;;;;;;23.4;25.45;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 11:00:;;;;;;;4.26;;;;;;;;;;23.55;25.5;;;;;;;;;;;;23.55;25.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 10:00:;;;;;;;4.26;;;;;;;;;;23.6;25.65;;;;;;;;;;;;23.6;25.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 09:00:;;;;;;;4.27;;;;;;;;;;23.8;25.75;;;;;;;;;;;;23.8;25.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 08:00:;;;;;;;4.27;;;;;;;;;;23.9;25.8;;;;;;;;;;;;23.9;25.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 07:00:;;;;;;;4.27;;;;;;;;;;23.95;26.05;;;;;;;;;;;;23.95;26.05;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 06:00:;;;;;;;3.99;;;;;;;;;;24.1;26.2;;;;;;;;;;;;24.1;26.2;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 05:00:;;;;;;;3.68;;;;;;;;;;24.25;26.3;;;;;;;;;;;;24.25;26.3;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 04:00:;;;;;;;3.68;;;;;;;;;;24.35;26.5;;;;;;;;;;;;24.35;26.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 03:00:;;;;;;;3.68;;;;;;;;;;24.55;26.7;;;;;;;;;;;;24.55;26.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 02:00:;;;;;;;3.68;;;;;;;;;;24.65;27;;;;;;;;;;;;24.65;27;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 01:00:;;;;;;;3.68;;;;;;;;;;24.9;27.2;;;;;;;;;;;;24.9;27.2;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-20 00:00:;;;;;;;3.68;;;;;;;;;;25.1;27.5;;;;;;;;;;;;25.1;27.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 23:00:;;;;;;;3.68;;;;;;;;;;25.3;27.85;;;;;;;;;;;;25.3;27.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 22:00:;;;;;;;3.68;;;;;;;;;;25.7;28.45;;;;;;;;;;;;25.7;28.45;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 21:00:;;;;;;;3.68;;;;;;;;;;26.25;29.25;;;;;;;;;;;;26.25;29.25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 20:00:;;;;;;;3.68;;;;;;;;;;26.95;30.25;;;;;;;;;;;;26.95;30.25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 19:00:;;;;;;;3.68;;;;;;;;;;28.75;32.3;;;;;;;;;;;;28.75;32.3;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 18:00:;;;;;;;3.68;;;;;;;;;;26.3;27.5;;;;;;;;;;;;26.3;27.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 17:00:;;;;;;;3.69;;;;;;;;;;19.9;22.35;;;;;;;;;;;;19.9;22.35;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 16:00:;;;;;;;4.27;;;;;;;;;;19.9;22.2;;;;;;;;;;;;19.9;22.2;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 15:00:;;;;;;;4.27;;;;;;;;;;19.85;22.1;;;;;;;;;;;;19.85;22.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 14:00:;;;;;;;4.27;;;;;;;;;;19.9;22.2;;;;;;;;;;;;19.9;22.2;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 13:00:;;;;;;;4.27;;;;;;;;;;19.85;22.2;;;;;;;;;;;;19.85;22.2;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 12:00:;;;;;;;4.27;;;;;;;;;;19.9;22.2;;;;;;;;;;;;19.9;22.2;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 11:00:;;;;;;;4.27;;;;;;;;;;19.8;22.15;;;;;;;;;;;;19.8;22.15;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 10:00:;;;;;;;4.27;;;;;;;;;;19.8;22.2;;;;;;;;;;;;19.8;22.2;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 09:00:;;;;;;;4.07;;;;;;;;;;19.85;22.2;;;;;;;;;;;;19.85;22.2;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 08:00:;;;;;;;4;;;;;;;;;;19.85;22.25;;;;;;;;;;;;19.85;22.25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 07:00:;;;;;;;4.14;;;;;;;;;;19.85;22.3;;;;;;;;;;;;19.85;22.3;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 06:00:;;;;;;;3.93;;;;;;;;;;19.9;22.35;;;;;;;;;;;;19.9;22.35;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 05:00:;;;;;;;3.69;;;;;;;;;;19.9;22.35;;;;;;;;;;;;19.9;22.35;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 04:00:;;;;;;;3.69;;;;;;;;;;19.9;22.4;;;;;;;;;;;;19.9;22.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 03:00:;;;;;;;3.69;;;;;;;;;;19.9;22.4;;;;;;;;;;;;19.9;22.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 02:00:;;;;;;;3.69;;;;;;;;;;19.9;22.35;;;;;;;;;;;;19.9;22.35;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2022-08-19 01:00:;;;;;;;3.69;;;;;;;;;;19.95;22.4;;;;;;;;;;;;19.95;22.4;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
